-104.415300664,-39.9604001246,-92.9205783684
-103.926300672,-73.1093783326,-67.8476766754
-104.121900669,-73.6461752266,-97.9398010422
-103.926300672,-73.230161079,-90.5927622449
-103.975200671,-67.6678347215,-11.0945301067
-104.02410067,-34.3224545456,-27.0547551565
-103.437300679,-79.0603259712,-111.563160452
-103.486200678,-75.1364910282,-84.2084087323
-103.486200678,-71.8130950287,-35.3083033714
-103.486200678,-71.4449605562,-45.4606349077
