3.053	-44.381	-14.221
-12.879	-43.837	-14.074
-28.324	-44.245	-13.701
2.869	-59.485	-14.164
-13.339	-59.682	-13.429
-28.429	-58.785	-13.375
-13.659	-74.386	-13.522
-12.700	-13.700	-28.300
-27.700	-13.700	-28.300
-43.392	-14.058	-29.118
2.300	-28.700	-28.300
-27.700	-28.700	-28.300
3.098	1.900	-44.152
-28.005	1.346	-43.820
-43.203	1.855	-43.565
-27.767	-14.583	-44.160
-27.957	-29.012	-44.222
32.857	-28.759	-43.939
33.158	-14.649	-43.468
17.931	-14.699	-43.574
2.778	-59.647	-28.590
2.758	-44.044	-28.477
32.300	-28.700	-28.300
47.747	-13.968	-29.142
32.300	-13.700	-28.300
17.300	-13.700	-28.300
2.300	-13.700	-28.300
47.596	2.198	-28.504
32.300	1.300	-28.300
17.300	1.300	-28.300
2.300	1.300	-28.300
32.576	-74.154	-14.053
18.085	-74.240	-13.958
2.688	-74.295	-13.970
32.583	-59.471	-14.140
17.601	-59.527	-14.089
47.565	-43.982	-13.409
32.386	-43.833	-13.414
17.383	-44.428	-14.280
47.763	-29.691	-13.894
32.300	-28.700	-13.300
17.300	-28.700	-13.300
2.300	-28.700	-13.300
48.090	-14.191	-14.275
32.300	-13.700	-13.300
17.300	-13.700	-13.300
32.300	1.300	-13.300
18.190	-73.843	2.385
2.545	-58.715	1.895
47.819	-28.769	1.797
32.300	-28.700	1.700
2.300	-28.700	1.700
32.300	-13.700	1.700
2.300	1.300	1.700
47.817	2.288	1.815
2.300	-13.700	1.700
17.300	-13.700	1.700
48.043	-14.535	2.374
17.300	-28.700	1.700
17.617	-43.971	2.161
33.091	-44.613	2.373
47.654	-44.654	2.585
17.335	-59.413	2.072
32.845	-59.484	2.494
32.300	1.300	16.700
17.300	-13.700	16.700
32.300	-13.700	16.700
48.151	-14.072	17.301
2.300	-28.700	16.700
17.300	-28.700	16.700
32.300	-28.700	16.700
47.756	-29.357	17.636
17.973	-44.362	17.560
33.064	-44.378	17.602
47.563	-44.201	17.337
17.495	-59.258	16.883
32.736	-58.799	17.661
2.685	-73.726	16.940
32.300	1.300	31.700
47.878	1.347	32.677
17.300	-13.700	31.700
32.300	-13.700	31.700
47.507	-13.888	32.610
17.300	-28.700	31.700
32.300	-28.700	31.700
17.660	-44.672	32.596
33.223	-44.349	32.288
17.660	-59.419	32.146
2.824	-14.567	46.970
17.994	-14.151	46.959
2.776	-28.818	47.420
17.431	-29.237	47.615
-13.060	-28.899	47.472
-12.879	-13.936	47.632
-13.668	2.250	46.806
2.459	-58.894	32.245
-28.019	-43.786	32.346
-13.215	-43.823	31.825
2.701	-43.778	31.738
-27.700	-28.700	31.700
-12.700	-28.700	31.700
2.300	-28.700	31.700
-42.922	-14.319	32.188
-27.700	-13.700	31.700
-12.700	-13.700	31.700
2.300	-13.700	31.700
-43.291	2.036	32.583
-12.700	1.300	31.700
-28.449	-59.638	17.225
-12.925	-59.576	17.655
2.893	-59.063	17.462
-28.294	-44.502	16.833
-13.035	-43.905	17.575
2.751	-44.096	17.133
-43.165	-28.820	17.309
-27.700	-28.700	16.700
-12.700	-28.700	16.700
-43.065	-14.090	17.133
-27.700	-13.700	16.700
-12.700	-13.700	16.700
2.300	-13.700	16.700
-12.700	1.300	16.700
2.662	-73.929	2.021
-42.757	-43.871	2.424
-27.874	-43.837	2.456
-12.765	-44.654	1.860
-27.700	-28.700	1.700
-27.700	-13.700	1.700
-12.700	1.300	1.700
-27.700	1.300	1.700
-27.700	16.300	1.700
2.300	31.300	1.700
-12.700	31.300	1.700
-43.571	31.473	1.921
3.048	46.680	2.220
-13.007	46.803	2.351
-28.199	47.155	2.676
-43.627	46.534	2.007
3.197	62.191	2.032
-13.084	76.378	2.513
2.300	1.300	16.700
-27.700	1.300	16.700
-42.702	1.622	17.514
-12.700	16.300	16.700
-27.700	16.300	16.700
-43.413	16.654	16.748
-12.700	31.300	16.700
-27.700	31.300	16.700
-43.228	31.429	16.834
2.386	47.135	17.269
-13.009	46.301	17.185
-28.464	47.029	17.141
-43.546	47.282	16.732
2.687	62.069	17.410
-13.367	61.741	17.204
-28.657	61.633	17.147
-27.700	1.300	31.700
-12.700	16.300	31.700
-27.700	16.300	31.700
-42.713	16.514	32.440
2.300	31.300	31.700
-12.700	31.300	31.700
-27.700	31.300	31.700
-43.070	31.491	32.322
-12.912	46.538	32.210
-28.337	47.059	32.429
2.592	2.205	47.387
-27.973	1.706	46.916
-12.793	16.523	47.102
-27.807	16.487	47.686
2.520	31.386	47.387
-13.277	31.521	46.978
-27.946	32.281	46.800
32.736	31.423	46.824
17.543	32.109	47.060
33.138	17.173	46.714
18.259	16.903	46.916
3.168	16.936	47.545
32.920	1.561	47.534
17.490	1.418	47.383
32.695	46.722	32.214
17.649	46.864	32.245
3.091	46.588	32.309
48.130	31.482	32.491
32.300	31.300	31.700
17.300	31.300	31.700
48.151	17.284	31.856
32.300	16.300	31.700
17.300	16.300	31.700
2.300	16.300	31.700
17.300	1.300	31.700
2.300	1.300	31.700
32.380	61.868	17.327
17.853	61.352	17.209
48.163	46.756	17.453
32.879	47.029	16.910
17.522	46.705	17.498
47.753	31.502	16.960
32.300	31.300	16.700
17.300	31.300	16.700
2.300	31.300	16.700
47.608	16.883	16.855
32.300	16.300	16.700
17.300	16.300	16.700
2.300	16.300	16.700
48.287	1.907	17.224
17.300	1.300	16.700
2.455	77.252	1.870
32.469	61.753	2.338
47.321	46.580	1.706
17.398	47.013	2.199
47.926	32.207	1.979
32.300	31.300	1.700
17.300	31.300	1.700
48.088	17.067	2.520
32.300	1.300	1.700
17.300	1.300	1.700
